00000000000100000000111001000111,10010100101111011101101101000000,000,10010100110011011110100110000111,1,0,0,0
11101010111001101010101000110000,11001110111011000111011001001101,000,10111001110100110010000001111101,1,0,0,1
10001010000100010111110101110001,11011010111011111010011111010010,000,01100101000000010010010101000011,0,0,1,1
01110111101001011100111011001101,11000111111000110110101010101110,000,00111111100010010011100101111011,0,0,0,1
10011101001110001000100000110010,01001010100001011111011011110011,000,11100111101111100111111100100101,1,0,0,0
10111101100010101011100001011101,11011100110001110100000000001000,000,10011010010100011111100001100101,1,0,0,1
11111000111000101101101111000001,01100101010101111001100011011110,000,01011110001110100111010010011111,0,0,0,1
10110111010001000100000011110010,00000101010011001110111100001010,000,10111100100100010010111111111100,1,0,0,0
10000111111101100011001111010001,01011110011110100010100010011100,000,11100110011100000101110001101101,1,0,0,0
11111110110010110101011111111011,11000101100010010010110111011111,000,11000100010101001000010111011010,1,0,0,1
10110011101000100010100011101011,11010001101001101010110011000100,000,10000101010010001101010110101111,1,0,0,1
00100101101101010011011011010011,01001110011000010000111100000101,000,01110100000101100100010111011000,0,0,0,0
11010111110010100010011110000100,00110001101101011001011110001101,000,00001001011111111011111100010001,0,0,0,1
11111001101000111011111011110000,00011100001000010100101001110001,000,00010101110001010000100101100001,0,0,0,1
01100111101000000110000100101110,01100110001000010001000000010111,000,11001101110000010111000101000101,1,0,1,0
11011001000011100011101101011010,11011001001110001101011001101001,000,10110010010001110001000111000011,1,0,0,1
11100110100100111000011111011110,10110000110001111111010011010100,000,10010111010110110111110010110010,1,0,0,1
00111110111110110101100010001110,00000010001111111100010001001100,000,01000001001110110001110011011010,0,0,0,0
10111010101101011111011011000101,01111010011011101011010111110100,000,00110101001001001010110010111001,0,0,0,1
01101001110001100001011101111111,01010101101101011011111110000011,000,10111111011110111101011100000010,1,0,1,0
10101100111011001010100100010011,00111110111010000011100011101101,000,11101011110101001110001000000000,1,0,0,0
11001000100111000101000001011011,00110101100010001101000111101100,000,11111110001001010010001001000111,1,0,0,0
00100111001110101001100110000001,01100010010011011101110101000101,000,10001001100010000111011011000110,1,0,1,0
01011110011101001111100111111100,11100101110001000110110011010000,000,01000100001110010110011011001100,0,0,0,1
01110101000100010011000010001001,00111101110001010111000001110101,000,10110010110101101010000011111110,1,0,1,0
01001011100111011110111011000111,01011100101010000100101011010010,000,10101000010001100011100110011001,1,0,1,0
11001110110001000111100100111000,01001010011110110001110101100000,000,00011001001111111001011010011000,0,0,0,1
00000011001100110110100010000011,00001001001001001010000100100011,000,00001100010110000000100110100110,0,0,0,0
10110110101010010000100101101100,00000101001110011001111111101111,000,10111011111000101010100101011011,1,0,0,0
11110111010100011000011001000100,10110111000010101100111101110110,000,10101110010111000101010110111010,1,0,0,1
01110100010100110111111011101010,11000010011000010001000011010010,000,00110110101101001000111110111100,0,0,0,1
10010011111000000111011011110100,11010100101110111011000100011011,000,01101000100111000010100000001111,0,0,1,1
00001011111111110100010011011101,01010001110111100011010000000011,000,01011101110111010111100011100000,0,0,0,0
11110001011000110011001110111111,11111100000101011111011000111011,000,11101101011110010010100111111010,1,0,0,1
01000111001101110110110010011101,01100001101111001001100001101011,000,10101000111101000000010100001000,1,0,1,0
00011001111000111111011010111011,10010100101000011011110000001000,000,10101110100001011011001011000011,1,0,0,0
01010010101101100010111001000101,11010010011110011001111010010010,000,00100101001011111100110011010111,0,0,0,1
11110100110010010110011110010000,10110011010001100011000110101101,000,10101000000011111001100100111101,1,0,0,1
11011000110010000110101110100101,10100010111100100001011100010100,000,01111011101110101000001010111001,0,0,1,1
01010001100011111110000001110100,10100010111101111111011110001111,000,11110100100001111101100000000011,1,0,0,0
00111111111000000111111010111001,10101000011011011111011011111010,000,11101000010011100111010110110011,1,0,0,0
00011100110000000100110010000100,10110111110001001100000111110111,000,11010100100001010000111001111011,1,0,0,0
11011010110010010100110000001010,01110000010111010010100101010001,000,01001011001001100111010101011011,0,0,0,1
11110100000001111111001001100111,11100100000111110110000111111010,000,11011000001001110101010001100001,1,0,0,1
00011110110110101011100001011000,10010110000111110111010101111000,000,10110100111110100010110111010000,1,0,0,0
00110010101101011100100100001101,01001111100100101010000010110001,000,10000010010010000110100110111110,1,0,1,0
01110010100111011110010000100011,11100100100111010000101111000010,000,01010111001110101110111111100101,0,0,0,1
11111101010100000011100100110000,10111100010000001000010010110011,000,10111001100100001011110111100011,1,0,0,1
10000111110001001000101101011010,00011110001010101000111110110101,000,10100101111011110001101100001111,1,0,0,0
10010111011111100001011000100000,10010101100000100010010111011010,000,00101101000000000011101111111010,0,0,1,1
01100010111000100101000111111101,10010101101101101011100001010001,000,11111000100110010000101001001110,1,0,0,0
